Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2018,93618,71,33.3,18+,Tulare
2018,93619,52,19.0,18+,Fresno
2018,93620,40,51.7,18+,Merced
2018,93622,16,27.2,18+,Fresno
2018,93625,24,43.7,18+,Fresno
2018,93630,32,23.7,18+,Fresno
2018,93631,43,34.0,18+,Fresno
2018,93635,270,88.7,18+,Merced
2018,93636,17,20.6,18+,Madera
2018,93637,124,47.4,18+,Madera
2018,93638,128,35.9,18+,Madera
2018,93640,18,24.3,18+,Fresno
2018,93646,35,53.2,18+,Fresno
2018,93647,31,37.6,18+,Tulare
2018,93648,73,67.4,18+,Fresno
2018,93650,14,53.6,18+,Fresno
2018,93654,103,46.9,18+,Fresno
2018,93656,12,34.4,18+,Fresno
2018,93657,88,31.3,18+,Fresno
2018,93662,190,84.2,18+,Fresno
2018,93701,92,113.0,18+,Fresno
2018,93702,230,75.6,18+,Fresno
2018,93703,155,64.9,18+,Fresno
2018,93704,108,57.3,18+,Fresno
2018,93705,205,73.6,18+,Fresno
2018,93706,221,76.7,18+,Fresno
2018,93710,101,48.2,18+,Fresno
2018,93711,73,25.3,18+,Fresno
2018,93720,97,25.9,18+,Fresno
2018,93721,41,75.3,18+,Fresno
2018,93722,291,49.3,18+,Fresno
2018,93723,19,24.4,18+,Fresno
2018,93725,64,35.1,18+,Fresno
2018,93726,173,57.8,18+,Fresno
2018,93727,232,43.1,18+,Fresno
2018,93728,88,69.1,18+,Fresno
2018,93737,12,29.4,18+,Fresno
2018,93901,159,79.2,18+,Monterey
2018,93905,188,45.7,18+,Monterey
2018,93906,187,41.0,18+,Monterey
2018,93907,60,40.2,18+,Monterey
2018,93923,23,52.8,18+,Monterey
2018,93926,29,44.1,18+,Monterey
2018,93927,27,21.3,18+,Monterey
2018,93930,15,13.7,18+,Monterey
2018,93933,54,27.1,18+,Monterey
2018,93940,46,17.4,18+,Monterey
2018,93950,19,18.5,18+,Monterey
2018,93955,88,33.1,18+,Monterey
2018,93960,42,18.0,18+,Monterey
2018,94002,34,15.7,18+,San Mateo
2018,94005,12,38.5,18+,San Mateo
2018,94010,42,12.2,18+,San Mateo
2018,94014,141,35.7,18+,San Mateo
2018,94015,164,32.1,18+,San Mateo
2018,94019,31,21.9,18+,San Mateo
2018,94025,47,14.7,18+,San Mateo
2018,94030,38,20.2,18+,San Mateo
2018,94040,31,11.1,18+,Santa Clara
2018,94041,15,10.7,18+,Santa Clara
2018,94043,25,11.1,18+,Santa Clara
2018,94044,92,33.0,18+,San Mateo
2018,94061,56,17.8,18+,San Mateo
2018,94062,23,10.5,18+,San Mateo
2018,94063,121,47.5,18+,San Mateo
2018,94066,127,35.0,18+,San Mateo
2018,94070,36,16.6,18+,San Mateo
2018,94080,155,30.4,18+,San Mateo
2018,94085,24,15.8,18+,Santa Clara
2018,94086,46,11.9,18+,Santa Clara
2018,94087,29,7.1,18+,Santa Clara
2018,94089,47,25.7,18+,Santa Clara
2018,94102,193,55.2,18+,San Francisco
2018,94103,178,50.8,18+,San Francisco
2018,94107,52,21.1,18+,San Francisco
2018,94108,21,14.8,18+,San Francisco
2018,94109,93,18.0,18+,San Francisco
2018,94110,213,35.8,18+,San Francisco
2018,94112,173,25.4,18+,San Francisco
2018,94114,36,11.9,18+,San Francisco
2018,94115,109,38.1,18+,San Francisco
2018,94116,40,10.5,18+,San Francisco
2018,94117,78,28.3,18+,San Francisco
2018,94118,37,10.2,18+,San Francisco
2018,94121,43,11.6,18+,San Francisco
2018,94122,64,12.4,18+,San Francisco
2018,94123,19,8.1,18+,San Francisco
2018,94124,203,68.2,18+,San Francisco
2018,94127,34,22.9,18+,San Francisco
2018,94130,12,131.0,18+,San Francisco
2018,94131,28,11.5,18+,San Francisco
2018,94132,56,25.9,18+,San Francisco
2018,94133,39,15.4,18+,San Francisco
2018,94134,144,44.0,18+,San Francisco
2018,94303,121,34.6,18+,Santa Clara
2018,94306,13,5.7,18+,Santa Clara
2018,94401,88,32.9,18+,San Mateo
2018,94402,39,22.1,18+,San Mateo
2018,94403,66,18.3,18+,San Mateo
2018,94404,33,11.7,18+,San Mateo
2018,94501,215,42.6,18+,Alameda
2018,94502,18,17.5,18+,Alameda
2018,94503,76,47.0,18+,Napa
2018,94505,28,25.3,18+,Contra Costa
2018,94506,25,14.0,18+,Contra Costa
2018,94507,24,19.3,18+,Contra Costa
2018,94509,511,106.2,18+,Contra Costa
2018,94510,78,37.0,18+,Solano
2018,94513,224,47.6,18+,Contra Costa
2018,94518,76,36.8,18+,Contra Costa
2018,94519,61,41.6,18+,Contra Costa
2018,94520,194,63.8,18+,Contra Costa
2018,94521,119,33.8,18+,Contra Costa
2018,94523,65,22.7,18+,Contra Costa
2018,94525,14,50.6,18+,Contra Costa
2018,94526,30,13.1,18+,Contra Costa
2018,94530,64,32.0,18+,Contra Costa
2018,94531,251,75.4,18+,Contra Costa
2018,94533,513,84.4,18+,Solano
2018,94534,95,31.2,18+,Solano
2018,94536,118,21.3,18+,Alameda
2018,94538,131,26.3,18+,Alameda
2018,94539,41,10.7,18+,Alameda
2018,94541,277,55.7,18+,Alameda
2018,94542,23,16.6,18+,Alameda
2018,94544,355,61.5,18+,Alameda
2018,94545,139,54.5,18+,Alameda
2018,94546,125,38.2,18+,Alameda
2018,94547,66,34.7,18+,Contra Costa
2018,94549,24,11.0,18+,Contra Costa
2018,94550,65,17.7,18+,Alameda
2018,94551,56,18.7,18+,Alameda
2018,94552,22,22.7,18+,Alameda
2018,94553,114,30.1,18+,Contra Costa
2018,94555,67,24.9,18+,Alameda
2018,94556,14,9.0,18+,Contra Costa
2018,94558,175,33.1,18+,Napa
2018,94559,64,27.6,18+,Napa
2018,94560,119,34.2,18+,Alameda
2018,94561,144,46.0,18+,Contra Costa
2018,94564,68,44.9,18+,Contra Costa
2018,94565,689,100.4,18+,Contra Costa
2018,94566,61,17.0,18+,Alameda
2018,94568,106,23.7,18+,Alameda
2018,94571,31,52.0,18+,Solano
2018,94572,40,55.6,18+,Contra Costa
2018,94577,168,46.0,18+,Alameda
2018,94578,205,66.3,18+,Alameda
2018,94579,37,22.3,18+,Alameda
2018,94580,132,59.5,18+,Alameda
2018,94582,65,23.1,18+,Contra Costa
2018,94583,50,17.8,18+,Contra Costa
2018,94585,182,84.9,18+,Solano
2018,94587,151,26.5,18+,Alameda
2018,94588,48,20.5,18+,Alameda
2018,94589,229,98.6,18+,Solano
2018,94590,354,132.3,18+,Solano
2018,94591,296,70.6,18+,Solano
2018,94595,14,6.6,18+,Contra Costa
2018,94596,26,14.8,18+,Contra Costa
2018,94597,40,19.1,18+,Contra Costa
2018,94598,29,11.7,18+,Contra Costa
2018,94601,286,71.9,18+,Alameda
2018,94602,106,47.2,18+,Alameda
2018,94603,285,114.1,18+,Alameda
2018,94605,337,108.6,18+,Alameda
2018,94606,175,56.1,18+,Alameda
2018,94607,185,82.0,18+,Alameda
2018,94608,146,55.2,18+,Alameda
2018,94609,120,65.3,18+,Alameda
2018,94610,76,31.9,18+,Alameda
2018,94611,46,14.8,18+,Alameda
2018,94612,93,55.2,18+,Alameda
2018,94618,13,12.7,18+,Alameda
2018,94619,91,48.0,18+,Alameda
2018,94621,253,104.0,18+,Alameda
2018,94702,66,47.0,18+,Alameda
2018,94703,91,53.0,18+,Alameda
2018,94704,28,26.3,18+,Alameda
2018,94705,29,33.3,18+,Alameda
2018,94706,25,16.0,18+,Alameda
2018,94707,14,13.9,18+,Alameda
2018,94709,14,16.8,18+,Alameda
2018,94710,34,42.8,18+,Alameda
2018,94801,255,104.0,18+,Contra Costa
2018,94803,65,35.5,18+,Contra Costa
2018,94804,317,101.0,18+,Contra Costa
2018,94805,62,55.4,18+,Contra Costa
2018,94806,264,53.9,18+,Contra Costa
2018,94901,62,19.0,18+,Marin
2018,94903,56,24.5,18+,Marin
2018,94904,17,16.6,18+,Marin
2018,94920,14,14.6,18+,Marin
2018,94928,108,28.9,18+,Sonoma
2018,94930,12,15.9,18+,Marin
2018,94931,21,30.3,18+,Sonoma
2018,94941,25,12.1,18+,Marin
2018,94945,39,32.3,18+,Marin
2018,94947,53,28.4,18+,Marin
2018,94949,39,30.2,18+,Marin
2018,94951,12,34.7,18+,Sonoma
2018,94952,78,30.5,18+,Sonoma
2018,94954,102,33.4,18+,Sonoma
2018,94960,17,14.9,18+,Marin
2018,94965,28,36.3,18+,Marin
2018,95003,35,18.9,18+,Santa Cruz
2018,95006,19,31.4,18+,Santa Cruz
2018,95008,101,26.3,18+,Santa Clara
2018,95010,20,27.1,18+,Santa Cruz
2018,95012,26,32.7,18+,Monterey
2018,95014,25,5.0,18+,Santa Clara
2018,95018,13,20.0,18+,Santa Cruz
2018,95019,20,34.0,18+,Santa Cruz
2018,95020,189,40.1,18+,Santa Clara
2018,95023,191,51.6,18+,San Benito
2018,95032,34,14.2,18+,Santa Clara
2018,95035,107,17.7,18+,Santa Clara
2018,95037,80,20.1,18+,Santa Clara
2018,95046,19,36.5,18+,Santa Clara
2018,95050,67,20.3,18+,Santa Clara
2018,95051,93,19.6,18+,Santa Clara
2018,95054,32,19.3,18+,Santa Clara
2018,95060,57,14.0,18+,Santa Cruz
2018,95062,47,16.1,18+,Santa Cruz
2018,95066,21,19.3,18+,Santa Cruz
2018,95070,27,12.5,18+,Santa Clara
2018,95073,18,21.7,18+,Santa Cruz
2018,95076,220,36.8,18+,Santa Cruz
2018,95110,48,28.7,18+,Santa Clara
2018,95111,171,38.4,18+,Santa Clara
2018,95112,196,43.3,18+,Santa Clara
2018,95113,61,368.9,18+,Santa Clara
2018,95116,237,58.6,18+,Santa Clara
2018,95117,54,22.3,18+,Santa Clara
2018,95118,77,32.1,18+,Santa Clara
2018,95119,23,25.7,18+,Santa Clara
2018,95120,39,13.6,18+,Santa Clara
2018,95121,80,28.4,18+,Santa Clara
2018,95122,208,48.5,18+,Santa Clara
2018,95123,175,32.7,18+,Santa Clara
2018,95124,72,19.0,18+,Santa Clara
2018,95125,87,20.9,18+,Santa Clara
2018,95126,68,26.0,18+,Santa Clara
2018,95127,174,38.6,18+,Santa Clara
2018,95128,102,35.1,18+,Santa Clara
2018,95129,32,11.3,18+,Santa Clara
2018,95130,23,21.9,18+,Santa Clara
2018,95131,58,23.8,18+,Santa Clara
2018,95132,49,14.6,18+,Santa Clara
2018,95133,52,23.3,18+,Santa Clara
2018,95134,19,7.8,18+,Santa Clara
2018,95135,16,8.5,18+,Santa Clara
2018,95136,95,27.7,18+,Santa Clara
2018,95138,26,18.1,18+,Santa Clara
2018,95148,82,22.8,18+,Santa Clara
2018,95202,107,222.6,18+,San Joaquin
2018,95203,146,118.3,18+,San Joaquin
2018,95204,152,69.4,18+,San Joaquin
2018,95205,196,71.3,18+,San Joaquin
2018,95206,343,75.1,18+,San Joaquin
2018,95207,279,81.3,18+,San Joaquin
2018,95209,157,50.2,18+,San Joaquin
2018,95210,204,70.5,18+,San Joaquin
2018,95212,61,28.6,18+,San Joaquin
2018,95215,72,40.8,18+,San Joaquin
2018,95219,79,36.3,18+,San Joaquin
2018,95220,17,29.6,18+,San Joaquin
2018,95228,16,54.5,18+,Calaveras
2018,95231,24,64.4,18+,San Joaquin
2018,95240,173,50.4,18+,San Joaquin
2018,95242,40,19.3,18+,San Joaquin
2018,95249,20,96.3,18+,Calaveras
2018,95252,34,33.0,18+,Calaveras
2018,95255,16,155.4,18+,Calaveras
2018,95301,112,39.2,18+,Merced
2018,95304,42,30.2,18+,San Joaquin
2018,95307,108,35.3,18+,Stanislaus
2018,95315,39,38.4,18+,Merced
2018,95316,24,53.8,18+,Stanislaus
2018,95320,18,18.5,18+,San Joaquin
2018,95321,13,63.7,18+,Tuolumne
2018,95322,15,22.3,18+,Merced
2018,95324,15,27.8,18+,Merced
2018,95326,23,29.2,18+,Stanislaus
2018,95327,44,53.4,18+,Tuolumne
2018,95330,88,54.3,18+,San Joaquin
2018,95334,40,38.8,18+,Merced
2018,95336,227,67.1,18+,San Joaquin
2018,95337,137,48.0,18+,San Joaquin
2018,95338,51,78.8,18+,Mariposa
2018,95340,190,74.0,18+,Merced
2018,95341,125,56.2,18+,Merced
2018,95348,107,43.4,18+,Merced
2018,95350,219,56.8,18+,Stanislaus
2018,95351,271,82.6,18+,Stanislaus
2018,95354,142,72.9,18+,Stanislaus
2018,95355,217,47.1,18+,Stanislaus
2018,95356,100,38.8,18+,Stanislaus
2018,95357,43,44.0,18+,Stanislaus
2018,95358,94,42.0,18+,Stanislaus
2018,95360,24,27.6,18+,Stanislaus
2018,95361,105,41.9,18+,Stanislaus
2018,95363,55,27.2,18+,Stanislaus
2018,95365,12,57.8,18+,Merced
2018,95366,35,25.7,18+,San Joaquin
2018,95367,77,41.9,18+,Stanislaus
2018,95368,35,31.8,18+,Stanislaus
2018,95370,81,45.2,18+,Tuolumne
2018,95376,241,60.4,18+,San Joaquin
2018,95377,78,32.8,18+,San Joaquin
2018,95379,12,48.4,18+,Tuolumne
2018,95380,114,39.2,18+,Stanislaus
2018,95382,84,26.8,18+,Stanislaus
2018,95383,14,54.9,18+,Tuolumne
2018,95386,36,50.1,18+,Stanislaus
2018,95388,47,44.6,18+,Merced
2018,95391,49,52.1,18+,San Joaquin
2018,95401,96,33.3,18+,Sonoma
2018,95403,136,45.0,18+,Sonoma
2018,95404,98,31.9,18+,Sonoma
2018,95405,82,50.8,18+,Sonoma
2018,95407,148,49.3,18+,Sonoma
2018,95409,74,37.7,18+,Sonoma
2018,95422,157,122.1,18+,Lake
2018,95423,40,159.2,18+,Lake
2018,95425,22,25.7,18+,Sonoma
2018,95437,44,38.4,18+,Mendocino
2018,95448,45,34.8,18+,Sonoma
2018,95451,46,57.1,18+,Lake
2018,95453,34,43.9,18+,Lake
2018,95457,27,107.5,18+,Lake
2018,95458,14,63.2,18+,Lake
2018,95461,14,55.4,18+,Lake
2018,95464,12,73.0,18+,Lake
2018,95467,21,59.2,18+,Lake
2018,95470,21,45.1,18+,Mendocino
2018,95472,51,24.9,18+,Sonoma
2018,95476,57,20.2,18+,Sonoma
2018,95482,164,72.2,18+,Mendocino
2018,95485,13,73.0,18+,Lake
2018,95490,81,78.1,18+,Mendocino
2018,95492,69,33.3,18+,Sonoma
2018,95501,129,65.0,18+,Humboldt
2018,95503,79,42.7,18+,Humboldt
2018,95519,58,41.8,18+,Humboldt
2018,95521,80,40.8,18+,Humboldt
2018,95531,79,43.8,18+,Del Norte
2018,95540,56,54.8,18+,Humboldt
2018,95542,15,62.9,18+,Humboldt
2018,95562,20,72.5,18+,Humboldt
2018,95602,51,52.2,18+,Placer
2018,95603,74,39.8,18+,Placer
2018,95605,62,56.8,18+,Yolo
2018,95608,254,59.6,18+,Sacramento
2018,95610,192,51.2,18+,Sacramento
2018,95616,85,21.1,18+,Yolo
2018,95618,50,22.5,18+,Yolo
2018,95619,18,63.0,18+,El Dorado
2018,95620,75,47.0,18+,Solano
2018,95621,159,48.1,18+,Sacramento
2018,95624,158,31.9,18+,Sacramento
2018,95626,23,43.5,18+,Sacramento
2018,95628,124,41.3,18+,Sacramento
2018,95630,123,20.8,18+,Sacramento
2018,95631,12,23.2,18+,Placer
2018,95632,91,39.9,18+,Sacramento
2018,95640,15,16.1,18+,Amador
2018,95642,40,89.8,18+,Amador
2018,95648,105,27.7,18+,Placer
2018,95650,21,19.9,18+,Placer
2018,95658,14,42.9,18+,Placer
2018,95660,242,102.4,18+,Sacramento
2018,95661,75,33.7,18+,Placer
2018,95662,104,35.6,18+,Sacramento
2018,95666,18,49.5,18+,Amador
2018,95667,124,45.5,18+,El Dorado
2018,95670,240,60.6,18+,Sacramento
2018,95673,73,58.5,18+,Sacramento
2018,95677,65,35.6,18+,Placer
2018,95678,138,38.8,18+,Placer
2018,95682,73,35.6,18+,El Dorado
2018,95687,278,55.8,18+,Solano
2018,95688,188,70.2,18+,Solano
2018,95691,125,45.1,18+,Yolo
2018,95692,12,35.1,18+,Yuba
2018,95694,15,22.2,18+,Yolo
2018,95695,123,42.8,18+,Yolo
2018,95713,15,19.5,18+,Placer
2018,95722,12,39.4,18+,Placer
2018,95726,30,45.2,18+,El Dorado
2018,95742,23,33.8,18+,Sacramento
2018,95746,39,31.0,18+,Placer
2018,95747,129,28.1,18+,Placer
2018,95757,120,33.5,18+,Sacramento
2018,95758,192,40.4,18+,Sacramento
2018,95762,42,13.0,18+,El Dorado
2018,95765,57,19.6,18+,Placer
2018,95776,49,24.9,18+,Yolo
2018,95811,82,110.6,18+,Sacramento
2018,95814,49,54.6,18+,Sacramento
2018,95815,264,138.7,18+,Sacramento
2018,95816,63,42.9,18+,Sacramento
2018,95817,73,64.0,18+,Sacramento
2018,95818,99,59.0,18+,Sacramento
2018,95819,19,12.2,18+,Sacramento
2018,95820,247,88.8,18+,Sacramento
2018,95821,264,110.9,18+,Sacramento
2018,95822,220,68.2,18+,Sacramento
2018,95823,569,102.0,18+,Sacramento
2018,95824,232,100.4,18+,Sacramento
2018,95825,249,94.4,18+,Sacramento
2018,95826,147,49.3,18+,Sacramento
2018,95827,91,54.5,18+,Sacramento
2018,95828,293,65.0,18+,Sacramento
2018,95829,75,35.2,18+,Sacramento
2018,95831,102,34.4,18+,Sacramento
2018,95832,59,70.5,18+,Sacramento
2018,95833,201,64.7,18+,Sacramento
2018,95834,157,72.3,18+,Sacramento
2018,95835,88,31.8,18+,Sacramento
2018,95838,316,116.7,18+,Sacramento
2018,95841,128,82.9,18+,Sacramento
2018,95842,197,85.1,18+,Sacramento
2018,95843,189,51.6,18+,Sacramento
2018,95864,56,33.6,18+,Sacramento
2018,95901,128,52.3,18+,Yuba
2018,95917,18,71.9,18+,Butte
2018,95926,147,50.7,18+,Butte
2018,95928,133,42.7,18+,Butte
2018,95932,27,48.6,18+,Colusa
2018,95945,59,32.7,18+,Nevada
2018,95948,29,36.7,18+,Butte
2018,95949,26,19.8,18+,Nevada
2018,95953,26,31.5,18+,Sutter
2018,95954,34,43.6,18+,Butte
2018,95959,33,22.4,18+,Nevada
2018,95961,77,40.0,18+,Yuba
2018,95963,28,23.6,18+,Glenn
2018,95965,50,33.8,18+,Butte
2018,95966,84,38.8,18+,Butte
2018,95969,91,50.5,18+,Butte
2018,95971,14,32.1,18+,Plumas
2018,95973,97,35.6,18+,Butte
2018,95987,18,40.4,18+,Colusa
2018,95988,37,58.4,18+,Glenn
2018,95991,92,30.7,18+,Sutter
2018,95993,47,17.1,18+,Sutter
2018,96001,102,44.3,18+,Shasta
2018,96002,107,46.7,18+,Shasta
2018,96003,79,23.0,18+,Shasta
2018,96007,51,33.5,18+,Shasta
2018,96019,27,40.1,18+,Shasta
2018,96021,55,46.7,18+,Tehama
2018,96022,22,20.6,18+,Shasta
2018,96064,16,41.5,18+,Siskiyou
2018,96067,14,26.3,18+,Siskiyou
2018,96080,107,53.5,18+,Tehama
2018,96093,21,90.3,18+,Trinity
2018,96094,21,37.1,18+,Siskiyou
2018,96097,21,27.5,18+,Siskiyou
2018,96101,47,113.9,18+,Modoc
2018,96122,18,73.2,18+,Plumas
2018,96130,59,31.0,18+,Lassen
2018,96137,20,93.0,18+,Lassen
2018,96150,56,23.1,18+,El Dorado
2018,96161,29,18.9,18+,Nevada
2013,90001,201,100.1,0-17,Los Angeles
2013,90002,210,111.8,0-17,Los Angeles
2013,90003,307,130.1,0-17,Los Angeles
2013,90004,169,129.4,0-17,Los Angeles
2013,90005,52,64.0,0-17,Los Angeles
2013,90006,119,81.9,0-17,Los Angeles
2013,90007,88,126.2,0-17,Los Angeles
2013,90008,115,157.3,0-17,Los Angeles
2013,90011,371,99.4,0-17,Los Angeles
2013,90012,25,69.5,0-17,Los Angeles
2013,90015,49,121.0,0-17,Los Angeles
2013,90016,175,150.5,0-17,Los Angeles
2013,90017,60,99.2,0-17,Los Angeles
2013,90018,163,126.1,0-17,Los Angeles
2013,90019,106,78.4,0-17,Los Angeles
2013,90020,57,75.8,0-17,Los Angeles
2013,90022,186,90.8,0-17,Los Angeles
2013,90023,157,104.1,0-17,Los Angeles
2013,90024,15,44.9,0-17,Los Angeles
2013,90025,14,24.8,0-17,Los Angeles
2013,90026,119,87.2,0-17,Los Angeles
2013,90027,43,73.1,0-17,Los Angeles
2013,90028,36,123.4,0-17,Los Angeles
2013,90029,76,100.0,0-17,Los Angeles
2013,90031,70,66.4,0-17,Los Angeles
2013,90032,109,93.5,0-17,Los Angeles
2013,90033,188,129.4,0-17,Los Angeles
2013,90034,56,55.0,0-17,Los Angeles
2013,90035,29,46.3,0-17,Los Angeles
2013,90036,23,37.3,0-17,Los Angeles
2013,90037,225,119.6,0-17,Los Angeles
2013,90038,57,107.8,0-17,Los Angeles
2013,90039,43,83.6,0-17,Los Angeles
2013,90040,34,123.6,0-17,Los Angeles
2013,90041,29,55.3,0-17,Los Angeles
2013,90042,123,81.4,0-17,Los Angeles
2013,90043,159,156.4,0-17,Los Angeles
2013,90044,458,158.6,0-17,Los Angeles
2013,90045,45,64.3,0-17,Los Angeles
2013,90046,18,41.6,0-17,Los Angeles
2013,90047,206,172.7,0-17,Los Angeles
2013,90057,101,92.8,0-17,Los Angeles
2013,90059,226,151.9,0-17,Los Angeles
2013,90061,92,105.9,0-17,Los Angeles
2013,90062,130,149.9,0-17,Los Angeles
2013,90063,135,76.9,0-17,Los Angeles
2013,90064,14,27.7,0-17,Los Angeles
2013,90065,108,99.1,0-17,Los Angeles
2013,90066,44,44.7,0-17,Los Angeles
2013,90201,237,72.4,0-17,Los Angeles
2013,90210,12,29.8,0-17,Los Angeles
2013,90220,181,120.0,0-17,Los Angeles
2013,90221,193,106.5,0-17,Los Angeles
2013,90222,138,128.3,0-17,Los Angeles
2013,90230,22,33.9,0-17,Los Angeles
2013,90232,15,51.2,0-17,Los Angeles
2013,90240,25,41.9,0-17,Los Angeles
2013,90241,85,79.2,0-17,Los Angeles
2013,90242,85,72.1,0-17,Los Angeles
2013,90245,14,46.4,0-17,Los Angeles
2013,90247,159,139.1,0-17,Los Angeles
2013,90248,18,94.8,0-17,Los Angeles
2013,90249,69,112.3,0-17,Los Angeles
2013,90250,347,134.1,0-17,Los Angeles
2013,90255,193,83.7,0-17,Los Angeles
2013,90260,109,118.5,0-17,Los Angeles
2013,90262,153,68.1,0-17,Los Angeles
2013,90266,16,20.8,0-17,Los Angeles
2013,90270,53,59.0,0-17,Los Angeles
2013,90275,18,25.8,0-17,Los Angeles
2013,90277,24,42.5,0-17,Los Angeles
2013,90278,58,64.4,0-17,Los Angeles
2013,90280,204,71.3,0-17,Los Angeles
2013,90291,23,58.8,0-17,Los Angeles
2013,90301,119,125.9,0-17,Los Angeles
2013,90302,103,139.4,0-17,Los Angeles
2013,90303,103,140.1,0-17,Los Angeles
2013,90304,94,105.7,0-17,Los Angeles
2013,90305,34,119.2,0-17,Los Angeles
2013,90403,13,41.2,0-17,Los Angeles
2013,90404,26,86.0,0-17,Los Angeles
2013,90405,18,48.6,0-17,Los Angeles
2013,90501,104,99.6,0-17,Los Angeles
2013,90502,26,72.8,0-17,Los Angeles
2013,90503,42,46.4,0-17,Los Angeles
2013,90504,43,70.2,0-17,Los Angeles
2013,90505,35,49.2,0-17,Los Angeles
2013,90601,61,79.7,0-17,Los Angeles
2013,90602,82,125.5,0-17,Los Angeles
2013,90603,50,111.8,0-17,Los Angeles
2013,90604,113,109.6,0-17,Los Angeles
2013,90605,125,116.0,0-17,Los Angeles
2013,90606,74,89.3,0-17,Los Angeles
2013,90620,63,62.3,0-17,Orange
2013,90621,73,77.9,0-17,Orange
2013,90623,17,55.4,0-17,Orange
2013,90630,33,32.8,0-17,Orange
2013,90631,148,86.8,0-17,Orange
2013,90638,56,58.1,0-17,Los Angeles
2013,90640,134,86.2,0-17,Los Angeles
2013,90650,270,97.2,0-17,Los Angeles
2013,90660,129,81.3,0-17,Los Angeles
2013,90670,26,73.9,0-17,Los Angeles
2013,90680,51,57.9,0-17,Orange
2013,90701,33,100.0,0-17,Los Angeles
2013,90703,42,49.6,0-17,Los Angeles
2013,90706,228,109.9,0-17,Los Angeles
2013,90710,61,105.0,0-17,Los Angeles
2013,90712,38,53.5,0-17,Los Angeles
2013,90713,40,63.3,0-17,Los Angeles
2013,90715,51,106.1,0-17,Los Angeles
2013,90716,37,83.6,0-17,Los Angeles
2013,90717,27,58.6,0-17,Los Angeles
2013,90720,16,35.6,0-17,Orange
2013,90723,138,83.5,0-17,Los Angeles
2013,90731,210,136.9,0-17,Los Angeles
2013,90732,21,57.9,0-17,Los Angeles
2013,90744,151,88.1,0-17,Los Angeles
2013,90745,119,91.3,0-17,Los Angeles
2013,90746,87,170.6,0-17,Los Angeles
2013,90755,14,59.1,0-17,Los Angeles
2013,90802,64,93.5,0-17,Los Angeles
2013,90804,99,101.7,0-17,Los Angeles
2013,90805,340,121.5,0-17,Los Angeles
2013,90806,118,97.0,0-17,Los Angeles
2013,90807,52,75.3,0-17,Los Angeles
2013,90808,23,28.5,0-17,Los Angeles
2013,90810,96,92.7,0-17,Los Angeles
2013,90813,234,129.0,0-17,Los Angeles
2013,90815,25,32.9,0-17,Los Angeles
2013,91001,47,59.3,0-17,Los Angeles
2013,91006,18,29.1,0-17,Los Angeles
2013,91007,15,24.7,0-17,Los Angeles
2013,91010,43,72.4,0-17,Los Angeles
2013,91016,62,67.2,0-17,Los Angeles
2013,91030,14,24.8,0-17,Los Angeles
2013,91040,22,53.8,0-17,Los Angeles
2013,91042,39,72.9,0-17,Los Angeles
2013,91103,56,80.4,0-17,Los Angeles
2013,91104,36,43.1,0-17,Los Angeles
2013,91106,27,70.9,0-17,Los Angeles
2013,91107,31,47.6,0-17,Los Angeles
2013,91201,19,51.8,0-17,Los Angeles
2013,91202,18,44.1,0-17,Los Angeles
2013,91203,13,56.5,0-17,Los Angeles
2013,91204,19,63.6,0-17,Los Angeles
2013,91205,58,87.6,0-17,Los Angeles
2013,91206,29,51.5,0-17,Los Angeles
2013,91214,26,44.3,0-17,Los Angeles
2013,91302,12,19.3,0-17,Los Angeles
2013,91303,72,99.7,0-17,Los Angeles
2013,91304,136,115.2,0-17,Los Angeles
2013,91306,86,78.0,0-17,Los Angeles
2013,91307,25,49.6,0-17,Los Angeles
2013,91311,39,59.6,0-17,Los Angeles
2013,91316,20,40.9,0-17,Los Angeles
2013,91320,24,22.2,0-17,Ventura
2013,91321,55,58.6,0-17,Los Angeles
2013,91324,47,88.4,0-17,Los Angeles
2013,91325,52,83.3,0-17,Los Angeles
2013,91326,20,29.2,0-17,Los Angeles
2013,91331,308,99.2,0-17,Los Angeles
2013,91335,162,93.7,0-17,Los Angeles
2013,91340,143,138.5,0-17,Los Angeles
2013,91342,265,106.0,0-17,Los Angeles
2013,91343,208,128.6,0-17,Los Angeles
2013,91344,67,67.9,0-17,Los Angeles
2013,91345,49,113.5,0-17,Los Angeles
2013,91350,34,46.9,0-17,Los Angeles
2013,91351,58,64.9,0-17,Los Angeles
2013,91352,137,113.4,0-17,Los Angeles
2013,91354,26,32.6,0-17,Los Angeles
2013,91355,22,29.7,0-17,Los Angeles
2013,91356,36,62.3,0-17,Los Angeles
2013,91360,45,55.3,0-17,Ventura
2013,91362,17,21.6,0-17,Ventura
2013,91364,25,49.5,0-17,Los Angeles
2013,91367,37,49.5,0-17,Los Angeles
2013,91384,12,18.7,0-17,Los Angeles
2013,91387,63,54.6,0-17,Los Angeles
2013,91390,13,22.7,0-17,Los Angeles
2013,91401,72,80.6,0-17,Los Angeles
2013,91402,235,116.0,0-17,Los Angeles
2013,91403,21,54.1,0-17,Los Angeles
2013,91405,147,117.8,0-17,Los Angeles
2013,91406,138,98.3,0-17,Los Angeles
2013,91411,49,87.6,0-17,Los Angeles
